date,price_cny_per_kg,source_date,source_url,method,note
2024/2/7,273,2024/1/29,https://www.ctia.com.cn/news/103109.html,carry_forward,
2024/2/8,273,2024/1/29,https://www.ctia.com.cn/news/103109.html,carry_forward,
2024/2/9,273,2024/1/29,https://www.ctia.com.cn/news/103109.html,carry_forward,
2024/2/10,273,2024/1/29,https://www.ctia.com.cn/news/103109.html,carry_forward,
2024/2/12,273,2024/1/29,https://www.ctia.com.cn/news/103109.html,carry_forward,
2024/2/13,273,2024/1/29,https://www.ctia.com.cn/news/103109.html,carry_forward,
2024/2/14,273,2024/1/29,https://www.ctia.com.cn/news/103109.html,carry_forward,
2024/2/15,273,2024/1/29,https://www.ctia.com.cn/news/103109.html,carry_forward,
2024/2/16,273,2024/1/29,https://www.ctia.com.cn/news/103109.html,carry_forward,
2024/2/17,273,2024/1/29,https://www.ctia.com.cn/news/103109.html,carry_forward,
2024/2/19,275,2024/2/18,https://ctia.net.cn/news/tungsten/1720.html,carry_forward,
2024/2/20,275,2024/2/18,https://ctia.net.cn/news/tungsten/1720.html,carry_forward,
2024/2/21,275,2024/2/18,https://ctia.net.cn/news/tungsten/1720.html,carry_forward,
2024/2/22,275,2024/2/18,https://ctia.net.cn/news/tungsten/1720.html,carry_forward,
2024/2/23,275,2024/2/18,https://ctia.net.cn/news/tungsten/1720.html,carry_forward,
2024/2/24,275,2024/2/18,https://ctia.net.cn/news/tungsten/1720.html,carry_forward,
2024/2/26,276,2024/2/26,https://www.ctia.com.cn/news/103651.html,reported,
2024/2/27,276,2024/2/26,https://www.ctia.com.cn/news/103651.html,carry_forward,
2024/2/28,276,2024/2/26,https://www.ctia.com.cn/news/103651.html,carry_forward,
2024/2/29,276,2024/2/26,https://www.ctia.com.cn/news/103651.html,carry_forward,
2024/3/1,276,2024/2/26,https://www.ctia.com.cn/news/103651.html,carry_forward,
2024/3/2,276,2024/2/26,https://www.ctia.com.cn/news/103651.html,carry_forward,
2024/3/4,278,2024/3/4,https://www.ctia.com.cn/news/103871.html,reported,
2024/3/5,278,2024/3/4,https://www.ctia.com.cn/news/103871.html,carry_forward,
2024/3/6,278,2024/3/4,https://www.ctia.com.cn/news/103871.html,carry_forward,
2024/3/7,279,2024/3/7,https://www.ctia.com.cn/news/104056.html,reported,
2024/3/8,279,2024/3/7,https://www.ctia.com.cn/news/104056.html,carry_forward,
2024/3/9,279,2024/3/7,https://www.ctia.com.cn/news/104056.html,carry_forward,
2024/3/11,280,2024/3/11,https://www.ctia.com.cn/news/104081.html,reported,
2024/3/12,280,2024/3/11,https://www.ctia.com.cn/news/104081.html,carry_forward,
2024/3/13,280,2024/3/11,https://www.ctia.com.cn/news/104081.html,carry_forward,
2024/3/14,280,2024/3/11,https://www.ctia.com.cn/news/104081.html,carry_forward,
2024/3/15,280,2024/3/11,https://www.ctia.com.cn/news/104081.html,carry_forward,
2024/3/16,280,2024/3/11,https://www.ctia.com.cn/news/104081.html,carry_forward,
2024/3/18,280,2024/3/18,https://www.ctia.com.cn/news/104311.html,reported,
2024/3/19,280,2024/3/18,https://www.ctia.com.cn/news/104311.html,carry_forward,
2024/3/20,280,2024/3/18,https://www.ctia.com.cn/news/104311.html,carry_forward,
2024/3/21,280,2024/3/18,https://www.ctia.com.cn/news/104311.html,carry_forward,
2024/3/22,280,2024/3/18,https://www.ctia.com.cn/news/104311.html,carry_forward,
2024/3/23,280,2024/3/18,https://www.ctia.com.cn/news/104311.html,carry_forward,
2024/3/25,280,2024/3/18,https://www.ctia.com.cn/news/104311.html,carry_forward,
2024/3/26,280,2024/3/18,https://www.ctia.com.cn/news/104311.html,carry_forward,
2024/3/27,281,2024/3/27,https://www.ctia.com.cn/news/104630.html,reported,
2024/3/28,281,2024/3/28,https://www.ctia.com.cn/news/104728.html,reported,
2024/3/29,281,2024/3/28,https://www.ctia.com.cn/news/104728.html,carry_forward,
2024/3/30,281,2024/3/28,https://www.ctia.com.cn/news/104728.html,carry_forward,
2024/4/1,281,2024/3/28,https://www.ctia.com.cn/news/104728.html,carry_forward,
2024/4/2,283,2024/4/2,https://www.ctia.com.cn/news/104846.html,reported,
2024/4/3,283,2024/4/3,https://www.ctia.com.cn/news/104904.html,reported,
2024/4/4,283,2024/4/3,https://www.ctia.com.cn/news/104904.html,carry_forward,
2024/4/5,283,2024/4/3,https://www.ctia.com.cn/news/104904.html,carry_forward,
2024/4/6,283,2024/4/3,https://www.ctia.com.cn/news/104904.html,carry_forward,
2024/4/8,285,2024/4/8,https://www.ctia.com.cn/news/105059.html,reported,
2024/4/9,285,2024/4/8,https://www.ctia.com.cn/news/105059.html,carry_forward,
2024/4/10,286,2024/4/10,https://www.ctia.com.cn/news/105135.html,reported,
2024/4/11,286,2024/4/10,https://www.ctia.com.cn/news/105135.html,carry_forward,
2024/4/12,286,2024/4/10,https://www.ctia.com.cn/news/105135.html,carry_forward,
2024/4/13,286,2024/4/10,https://www.ctia.com.cn/news/105135.html,carry_forward,
2024/4/15,286,2024/4/10,https://www.ctia.com.cn/news/105135.html,carry_forward,
2024/4/16,286,2024/4/10,https://www.ctia.com.cn/news/105135.html,carry_forward,
2024/4/17,286,2024/4/10,https://www.ctia.com.cn/news/105135.html,carry_forward,
2024/4/18,286,2024/4/10,https://www.ctia.com.cn/news/105135.html,carry_forward,
2024/4/19,286,2024/4/10,https://www.ctia.com.cn/news/105135.html,carry_forward,
2024/4/20,286,2024/4/10,https://www.ctia.com.cn/news/105135.html,carry_forward,
2024/4/22,286,2024/4/10,https://www.ctia.com.cn/news/105135.html,carry_forward,
2024/4/23,286,2024/4/10,https://www.ctia.com.cn/news/105135.html,carry_forward,
2024/4/24,300,2024/4/24,https://www.ctia.com.cn/news/105490.html,reported,30 wan CNY/tonne normalized
2024/4/25,300,2024/4/24,https://www.ctia.com.cn/news/105490.html,carry_forward,30 wan CNY/tonne normalized
2024/4/26,300,2024/4/24,https://www.ctia.com.cn/news/105490.html,carry_forward,30 wan CNY/tonne normalized
2024/4/27,300,2024/4/24,https://www.ctia.com.cn/news/105490.html,carry_forward,30 wan CNY/tonne normalized
2024/4/29,300,2024/4/24,https://www.ctia.com.cn/news/105490.html,carry_forward,30 wan CNY/tonne normalized
2024/4/30,300,2024/4/24,https://www.ctia.com.cn/news/105490.html,carry_forward,30 wan CNY/tonne normalized
2024/5/1,300,2024/4/24,https://www.ctia.com.cn/news/105490.html,carry_forward,30 wan CNY/tonne normalized
2024/5/2,300,2024/4/24,https://www.ctia.com.cn/news/105490.html,carry_forward,30 wan CNY/tonne normalized
2024/5/3,300,2024/4/24,https://www.ctia.com.cn/news/105490.html,carry_forward,30 wan CNY/tonne normalized
2024/5/4,300,2024/4/24,https://www.ctia.com.cn/news/105490.html,carry_forward,30 wan CNY/tonne normalized
2024/5/6,311,2024/5/6,https://www.ctia.com.cn/news/105684.html,reported,
2024/5/7,311,2024/5/6,https://www.ctia.com.cn/news/105684.html,carry_forward,
2024/5/8,311,2024/5/6,https://www.ctia.com.cn/news/105684.html,carry_forward,
2024/5/9,311,2024/5/6,https://www.ctia.com.cn/news/105684.html,carry_forward,
2024/5/10,311,2024/5/6,https://www.ctia.com.cn/news/105684.html,carry_forward,
2024/5/11,311,2024/5/6,https://www.ctia.com.cn/news/105684.html,carry_forward,
2024/5/13,311,2024/5/6,https://www.ctia.com.cn/news/105684.html,carry_forward,
2024/5/14,311,2024/5/6,https://www.ctia.com.cn/news/105684.html,carry_forward,
2024/5/15,338,2024/5/15,https://www.ctia.com.cn/news/106056.html,reported,33.8 wan CNY/tonne normalized
2024/5/16,338,2024/5/15,https://www.ctia.com.cn/news/106056.html,carry_forward,33.8 wan CNY/tonne normalized
2024/5/17,338,2024/5/15,https://www.ctia.com.cn/news/106056.html,carry_forward,33.8 wan CNY/tonne normalized
2024/5/18,338,2024/5/15,https://www.ctia.com.cn/news/106056.html,carry_forward,33.8 wan CNY/tonne normalized
2024/5/20,338,2024/5/15,https://www.ctia.com.cn/news/106056.html,carry_forward,33.8 wan CNY/tonne normalized
2024/5/21,338,2024/5/15,https://www.ctia.com.cn/news/106056.html,carry_forward,33.8 wan CNY/tonne normalized
2024/5/22,338,2024/5/15,https://www.ctia.com.cn/news/106056.html,carry_forward,33.8 wan CNY/tonne normalized
2024/5/23,338,2024/5/15,https://www.ctia.com.cn/news/106056.html,carry_forward,33.8 wan CNY/tonne normalized
2024/5/24,338,2024/5/15,https://www.ctia.com.cn/news/106056.html,carry_forward,33.8 wan CNY/tonne normalized
2024/5/25,338,2024/5/15,https://www.ctia.com.cn/news/106056.html,carry_forward,33.8 wan CNY/tonne normalized
2024/5/27,338,2024/5/15,https://www.ctia.com.cn/news/106056.html,carry_forward,33.8 wan CNY/tonne normalized
2024/5/28,340,2024/5/28,https://www.ctia.net.cn/news/tungsten/1793.html,reported,34 wan CNY/tonne normalized
2024/5/29,340,2024/5/29,https://www.ctia.com.cn/news/106456.html,reported,34 wan CNY/tonne normalized
2024/5/30,340,2024/5/29,https://www.ctia.com.cn/news/106456.html,carry_forward,34 wan CNY/tonne normalized
2024/5/31,340,2024/5/29,https://www.ctia.com.cn/news/106456.html,carry_forward,34 wan CNY/tonne normalized
2024/6/1,340,2024/5/29,https://www.ctia.com.cn/news/106456.html,carry_forward,34 wan CNY/tonne normalized
2024/6/3,340,2024/6/3,https://www.ctia.com.cn/news/106585.html,reported,34 wan CNY/tonne normalized
2024/6/4,340,2024/6/3,https://www.ctia.com.cn/news/106585.html,carry_forward,34 wan CNY/tonne normalized
2024/6/5,339,2024/6/5,https://www.ctia.com.cn/news/106677.html,reported,33.9 wan CNY/tonne normalized
2024/6/6,339,2024/6/5,https://www.ctia.com.cn/news/106677.html,carry_forward,33.9 wan CNY/tonne normalized
2024/6/7,339,2024/6/5,https://www.ctia.com.cn/news/106677.html,carry_forward,33.9 wan CNY/tonne normalized
2024/6/8,339,2024/6/5,https://www.ctia.com.cn/news/106677.html,carry_forward,33.9 wan CNY/tonne normalized
2024/6/10,339,2024/6/5,https://www.ctia.com.cn/news/106677.html,carry_forward,33.9 wan CNY/tonne normalized
2024/6/11,339,2024/6/5,https://www.ctia.com.cn/news/106677.html,carry_forward,33.9 wan CNY/tonne normalized
2024/6/12,338,2024/6/12,https://www.ctia.com.cn/news/106879.html,reported,33.8 wan CNY/tonne normalized
2024/6/13,338,2024/6/12,https://www.ctia.com.cn/news/106879.html,carry_forward,33.8 wan CNY/tonne normalized
2024/6/14,338,2024/6/12,https://www.ctia.com.cn/news/106879.html,carry_forward,33.8 wan CNY/tonne normalized
2024/6/15,338,2024/6/12,https://www.ctia.com.cn/news/106879.html,carry_forward,33.8 wan CNY/tonne normalized
2024/6/17,338,2024/6/12,https://www.ctia.com.cn/news/106879.html,carry_forward,33.8 wan CNY/tonne normalized
2024/6/18,338,2024/6/12,https://www.ctia.com.cn/news/106879.html,carry_forward,33.8 wan CNY/tonne normalized
2024/6/19,333,2024/6/19,https://www.ctia.com.cn/news/107045.html,reported,
2024/6/20,333,2024/6/19,https://www.ctia.com.cn/news/107045.html,carry_forward,
2024/6/21,333,2024/6/19,https://www.ctia.com.cn/news/107045.html,carry_forward,
2024/6/22,333,2024/6/19,https://www.ctia.com.cn/news/107045.html,carry_forward,
2024/6/24,333,2024/6/19,https://www.ctia.com.cn/news/107045.html,carry_forward,
2024/6/25,333,2024/6/19,https://www.ctia.com.cn/news/107045.html,carry_forward,
2024/6/26,333,2024/6/19,https://www.ctia.com.cn/news/107045.html,carry_forward,
2024/6/27,326,2024/6/27,https://www.ctia.com.cn/news/107382.html,reported,article unit typo normalized as 32.6 wan CNY/tonne
2024/6/28,326,2024/6/27,https://www.ctia.com.cn/news/107382.html,carry_forward,article unit typo normalized as 32.6 wan CNY/tonne
2024/6/29,326,2024/6/27,https://www.ctia.com.cn/news/107382.html,carry_forward,article unit typo normalized as 32.6 wan CNY/tonne
2024/7/1,323,2024/7/1,https://www.ctia.com.cn/news/107461.html,reported,32.3 wan CNY/tonne normalized
2024/7/2,323,2024/7/1,https://www.ctia.com.cn/news/107461.html,carry_forward,32.3 wan CNY/tonne normalized
2024/7/3,323,2024/7/1,https://www.ctia.com.cn/news/107461.html,carry_forward,32.3 wan CNY/tonne normalized
2024/7/4,317,2024/7/4,https://www.ctia.com.cn/news/107629.html,reported,31.7 wan CNY/tonne normalized
2024/7/5,317,2024/7/4,https://www.ctia.com.cn/news/107629.html,carry_forward,31.7 wan CNY/tonne normalized
2024/7/6,317,2024/7/4,https://www.ctia.com.cn/news/107629.html,carry_forward,31.7 wan CNY/tonne normalized
2024/7/8,317,2024/7/4,https://www.ctia.com.cn/news/107629.html,carry_forward,31.7 wan CNY/tonne normalized
2024/7/9,317,2024/7/4,https://www.ctia.com.cn/news/107629.html,carry_forward,31.7 wan CNY/tonne normalized
2024/7/10,312,2024/7/10,https://www.ctia.com.cn/news/107782.html,reported,31.2 wan CNY/tonne normalized
2024/7/11,312,2024/7/10,https://www.ctia.com.cn/news/107782.html,carry_forward,31.2 wan CNY/tonne normalized
2024/7/12,312,2024/7/10,https://www.ctia.com.cn/news/107782.html,carry_forward,31.2 wan CNY/tonne normalized
2024/7/13,312,2024/7/10,https://www.ctia.com.cn/news/107782.html,carry_forward,31.2 wan CNY/tonne normalized
2024/7/15,312,2024/7/10,https://www.ctia.com.cn/news/107782.html,carry_forward,31.2 wan CNY/tonne normalized
2024/7/16,312,2024/7/10,https://www.ctia.com.cn/news/107782.html,carry_forward,31.2 wan CNY/tonne normalized
2024/7/17,312,2024/7/10,https://www.ctia.com.cn/news/107782.html,carry_forward,31.2 wan CNY/tonne normalized
2024/7/18,312,2024/7/10,https://www.ctia.com.cn/news/107782.html,carry_forward,31.2 wan CNY/tonne normalized
2024/7/19,312,2024/7/10,https://www.ctia.com.cn/news/107782.html,carry_forward,31.2 wan CNY/tonne normalized
2024/7/20,312,2024/7/10,https://www.ctia.com.cn/news/107782.html,carry_forward,31.2 wan CNY/tonne normalized
2024/7/22,312,2024/7/10,https://www.ctia.com.cn/news/107782.html,carry_forward,31.2 wan CNY/tonne normalized
2024/7/23,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,reported,
2024/7/24,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,carry_forward,
2024/7/25,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,carry_forward,
2024/7/26,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,carry_forward,
2024/7/27,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,carry_forward,
2024/7/29,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,carry_forward,
2024/7/30,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,carry_forward,
2024/7/31,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,carry_forward,
2024/8/1,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,carry_forward,
2024/8/2,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,carry_forward,
2024/8/3,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,carry_forward,
2024/8/5,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,carry_forward,
2024/8/6,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,carry_forward,
2024/8/7,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,carry_forward,
2024/8/8,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,carry_forward,
2024/8/9,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,carry_forward,
2024/8/10,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,carry_forward,
2024/8/12,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,carry_forward,
2024/8/13,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,carry_forward,
2024/8/14,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,carry_forward,
2024/8/15,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,carry_forward,
2024/8/16,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,carry_forward,
2024/8/17,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,carry_forward,
2024/8/19,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,carry_forward,
2024/8/20,304,2024/7/23,https://www.ctia.com.cn/news/108180.html,carry_forward,
2024/8/21,307,2024/8/21,https://www.ctia.com.cn/news/109457.html,reported,
2024/8/22,307,2024/8/21,https://www.ctia.com.cn/news/109457.html,carry_forward,
2024/8/23,307,2024/8/21,https://www.ctia.com.cn/news/109457.html,carry_forward,
2024/8/24,307,2024/8/21,https://www.ctia.com.cn/news/109457.html,carry_forward,
2024/8/26,307,2024/8/21,https://www.ctia.com.cn/news/109457.html,carry_forward,
2024/8/27,307,2024/8/21,https://www.ctia.com.cn/news/109457.html,carry_forward,
2024/8/28,307,2024/8/21,https://www.ctia.com.cn/news/109457.html,carry_forward,
2024/8/29,307,2024/8/21,https://www.ctia.com.cn/news/109457.html,carry_forward,
2024/8/30,307,2024/8/21,https://www.ctia.com.cn/news/109457.html,carry_forward,
2024/8/31,307,2024/8/21,https://www.ctia.com.cn/news/109457.html,carry_forward,
2024/9/2,307,2024/8/21,https://www.ctia.com.cn/news/109457.html,carry_forward,
2024/9/3,307,2024/8/21,https://www.ctia.com.cn/news/109457.html,carry_forward,
2024/9/4,307,2024/8/21,https://www.ctia.com.cn/news/109457.html,carry_forward,
2024/9/5,307,2024/8/21,https://www.ctia.com.cn/news/109457.html,carry_forward,
2024/9/6,307,2024/8/21,https://www.ctia.com.cn/news/109457.html,carry_forward,
2024/9/7,307,2024/8/21,https://www.ctia.com.cn/news/109457.html,carry_forward,
2024/9/9,307,2024/8/21,https://www.ctia.com.cn/news/109457.html,carry_forward,
2024/9/10,307,2024/8/21,https://www.ctia.com.cn/news/109457.html,carry_forward,
2024/9/11,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,reported,
2024/9/12,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/9/13,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/9/14,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/9/16,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/9/17,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/9/18,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/9/19,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/9/20,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/9/21,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/9/23,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/9/24,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/9/25,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/9/26,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/9/27,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/9/28,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/9/30,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/10/1,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/10/2,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/10/3,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/10/4,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/10/5,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/10/7,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/10/8,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/10/9,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/10/10,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/10/11,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/10/12,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/10/14,311,2024/9/11,https://www.ctia.com.cn/news/110441.html,carry_forward,
2024/10/15,311,2024/10/15,https://www.ctia.com.cn/news/111380.html,reported,
2024/10/16,311,2024/10/15,https://www.ctia.com.cn/news/111380.html,carry_forward,
2024/10/17,311,2024/10/15,https://www.ctia.com.cn/news/111380.html,carry_forward,
2024/10/18,311,2024/10/15,https://www.ctia.com.cn/news/111380.html,carry_forward,
2024/10/19,311,2024/10/15,https://www.ctia.com.cn/news/111380.html,carry_forward,
2024/10/21,311,2024/10/21,https://www.ctia.com.cn/news/111580.html,reported,
2024/10/22,311,2024/10/21,https://www.ctia.com.cn/news/111580.html,carry_forward,
2024/10/23,311,2024/10/21,https://www.ctia.com.cn/news/111580.html,carry_forward,
2024/10/24,311,2024/10/21,https://www.ctia.com.cn/news/111580.html,carry_forward,
2024/10/25,311,2024/10/25,https://www.ctia.com.cn/news/111763.html,reported,
2024/10/26,311,2024/10/25,https://www.ctia.com.cn/news/111763.html,carry_forward,
2024/10/28,311,2024/10/25,https://www.ctia.com.cn/news/111763.html,carry_forward,
2024/10/29,311,2024/10/25,https://www.ctia.com.cn/news/111763.html,carry_forward,
2024/10/30,311,2024/10/25,https://www.ctia.com.cn/news/111763.html,carry_forward,
2024/10/31,311,2024/10/25,https://www.ctia.com.cn/news/111763.html,carry_forward,
2024/11/1,312,2024/11/1,https://www.ctia.com.cn/news/112053.html,reported,
2024/11/2,312,2024/11/1,https://www.ctia.com.cn/news/112053.html,carry_forward,
2024/11/4,312,2024/11/1,https://www.ctia.com.cn/news/112053.html,carry_forward,
2024/11/5,312,2024/11/1,https://www.ctia.com.cn/news/112053.html,carry_forward,
2024/11/6,312,2024/11/1,https://www.ctia.com.cn/news/112053.html,carry_forward,
2024/11/7,312,2024/11/1,https://www.ctia.com.cn/news/112053.html,carry_forward,
2024/11/8,312,2024/11/1,https://www.ctia.com.cn/news/112053.html,carry_forward,
2024/11/9,312,2024/11/1,https://www.ctia.com.cn/news/112053.html,carry_forward,
2024/11/11,315,2024/11/11,https://www.ctia.com.cn/news/112326.html,reported,
2024/11/12,316,2024/11/12,https://www.ctia.com.cn/news/112366.html,reported,
2024/11/13,316,2024/11/12,https://www.ctia.com.cn/news/112366.html,carry_forward,
2024/11/14,316,2024/11/14,https://www.ctia.com.cn/news/112443.html,reported,
2024/11/15,316,2024/11/15,https://www.ctia.com.cn/news/112515.html,reported,
2024/11/16,316,2024/11/15,https://www.ctia.com.cn/news/112515.html,carry_forward,
2024/11/18,316,2024/11/15,https://www.ctia.com.cn/news/112515.html,carry_forward,
2024/11/19,316,2024/11/15,https://www.ctia.com.cn/news/112515.html,carry_forward,
2024/11/20,317,2024/11/20,https://www.ctia.com.cn/news/112666.html,reported,
2024/11/21,317,2024/11/20,https://www.ctia.com.cn/news/112666.html,carry_forward,
2024/11/22,317,2024/11/20,https://www.ctia.com.cn/news/112666.html,carry_forward,
2024/11/23,317,2024/11/20,https://www.ctia.com.cn/news/112666.html,carry_forward,
2024/11/25,319,2024/11/25,https://www.ctia.com.cn/news/112795.html,reported,
2024/11/26,319,2024/11/25,https://www.ctia.com.cn/news/112795.html,carry_forward,
2024/11/27,319,2024/11/27,https://www.ctia.com.cn/news/112853.html,reported,
2024/11/28,319,2024/11/27,https://www.ctia.com.cn/news/112853.html,carry_forward,
2024/11/29,319,2024/11/27,https://www.ctia.com.cn/news/112853.html,carry_forward,
2024/11/30,319,2024/11/27,https://www.ctia.com.cn/news/112853.html,carry_forward,
2024/12/2,318,2024/12/2,https://www.ctia.com.cn/news/113076.html,reported,
2024/12/3,318,2024/12/2,https://www.ctia.com.cn/news/113076.html,carry_forward,
2024/12/4,318,2024/12/2,https://www.ctia.com.cn/news/113076.html,carry_forward,
2024/12/5,318,2024/12/2,https://www.ctia.com.cn/news/113076.html,carry_forward,
2024/12/6,318,2024/12/2,https://www.ctia.com.cn/news/113076.html,carry_forward,
2024/12/7,318,2024/12/2,https://www.ctia.com.cn/news/113076.html,carry_forward,
2024/12/9,318,2024/12/2,https://www.ctia.com.cn/news/113076.html,carry_forward,
